0.2610311,-2.26893,-1.2998922,0.036470104
-1.0541397,0.20416975,0.097003594,0.4931863
1.036579,-1.4405918,-1.4729491,-1.1056695
-0.6193587,-3.3611574,0.3370402,0.7586829
-0.16255516,-3.2081182,0.26356992,-0.58738726
-1.2402225,-0.20217514,0.22736125,0.8239158
-0.2716481,-3.4961944,-1.195244,0.9285967
0.3953475,-1.547878,-0.8773334,0.14010455
0.6624869,1.3142927,-1.1509743,-0.9584081
0.25519875,1.1572766,-1.5122153,-0.5623683
0.41613707,0.5509374,-0.011857225,-1.2077199
-0.07310752,1.2027442,-2.2701771,-0.11194674
-0.30123362,1.2350494,0.35488406,-1.2950852
-2.2358236,0.9321274,1.3908291,-2.1554751
-0.98182803,-0.05329966,0.12039155,0.4479638
-2.0893486,3.251037,-1.9707148,1.1132642
0.95835733,-2.8203506,-0.23969397,-0.80749357
-1.3472284,-2.8164608,-1.4128726,1.2586572
-0.241931,-3.1213057,0.55797046,-0.7554618
-1.162355,-2.595258,0.47555214,0.6710331
-1.0742924,0.93031234,0.84406126,-2.0701392
0.7075439,-0.30132017,-1.2736708,-1.6122845
0.34477463,-2.9569774,-1.0702275,0.3651418
-0.51131904,1.1652354,0.31718582,-1.4971125
-1.9174135,0.77270347,1.1705514,-1.1409945
-0.02115889,0.79502636,0.28925875,-1.2426211
0.44822472,-4.381008,0.060377024,0.17972685
0.5936391,-2.463041,-1.67478,-0.61883706
0.41566974,-4.757775,0.085883975,0.32743496
-0.55053586,-3.552696,0.21826191,0.7164281
