-1.5740939,0.7080824,-1.5307474,0.1956589,0.3191824,0.89079106,-1.229659,-0.96681386,-0.6380838,-0.66835266,0.17072046,-1.1178322,1.286926,1.2946664,1.0249656,1.5176455,-1.2015268,-1.2219746,0.4155791,0.55965,1.3897446,-1.7470952,-1.165722,1.3265032,1.0128022,1.1516335,-1.18404,-0.74138606,-0.82478255,0.18445128
-0.22796714,-0.8796151,-0.006068485,-0.5800188,0.44594446,-0.8254904,-0.83792,0.57226914,0.3248095,0.17506252,0.34055397,-0.2536036,0.38314173,-0.4523452,-0.8057788,-0.98633844,0.032445226,-0.7386601,0.5919458,-0.7202676,-0.3823395,0.6299205,-0.4081932,0.24703826,-0.3859461,0.17326641,0.6824168,0.04575839,0.22949262,-0.80268645
1.4298518,-0.19783859,0.9150009,0.475886,-1.6986066,-0.34798035,-0.12138413,1.1418011,-0.19947079,-0.37843302,-0.3302701,1.9543227,-1.2133393,-1.4330161,-0.18917343,-1.1298075,0.44180116,-0.19400635,-1.9610134,0.22053322,-1.6935984,0.86954737,1.5772738,-1.5938082,-1.3680573,-1.4432737,0.80746603,0.9017593,0.8460007,-0.18207414
0.599361,0.21023984,-0.40744597,-0.06126458,-0.55605906,0.4820633,0.15970387,0.5521911,-0.13689373,0.20799342,-0.34592533,0.82775146,-0.4641349,-0.73601896,0.27583054,0.16288236,-0.561672,0.4189366,-0.45733786,0.31138372,-1.0550603,-0.58438146,0.6027597,-0.7966866,-0.7180213,-0.34940997,-0.2877378,-0.42366138,-0.11446155,-0.27161622
-0.06425481,0.7145767,-0.77166164,0.68366003,-0.034981705,0.959251,0.8804119,-0.21738178,-0.49023446,-0.59968513,-0.8350216,0.13347796,0.1859541,0.3488843,0.93997467,0.29905137,-0.41059318,0.8388276,0.06834234,0.6363314,0.3253067,-0.86311793,-0.10066477,-0.19263473,0.08607943,0.31647032,0.7590213,-0.909961,0.9963804,0.84061587
1.5510982,0.10948663,-0.029278072,0.13498296,0.08070519,-0.1521544,0.31644002,1.6168191,0.025590027,-0.2956809,0.09844745,1.6736244,-0.741553,-1.6972761,-0.119077384,-0.3412826,0.14348257,0.35280395,-0.65306014,0.30970967,-1.0072726,0.24149413,1.3531681,-1.038465,-1.6564897,-0.40679646,0.64937586,0.33470088,1.0954,0.03822337
0.84818107,-0.06769341,0.6946533,-0.86980265,-1.0554508,0.17850745,0.5108362,1.6129081,1.0305837,0.8897435,0.13338727,1.4422138,-0.92810154,-1.7840651,0.045498617,-0.32393435,-0.2856963,0.15812074,-0.68408155,-0.31733924,-1.4555533,0.38034976,0.9706417,-0.9816541,-2.0068636,-0.32103547,0.15195403,0.84805286,-0.04146498,-0.09499594
-0.23348102,-1.0462519,0.7303729,-2.3777647,-0.91084045,-1.7298537,-1.4523892,0.70036966,2.6083796,2.47336,2.1583085,1.559764,2.127536,-0.14384677,-1.241197,1.2870142,0.47131476,-1.2906101,-1.1374822,-2.3896885,0.8872911,1.197114,-0.41841397,1.6786534,-0.03818511,2.4244113,-1.3517482,0.60953933,-1.7219641,-1.806695
1.3054545,0.089609124,0.65164363,0.21985497,0.021462975,-0.43117878,-0.08895154,1.4611138,0.059396897,0.046722706,0.72576797,0.29155132,-0.27228272,-1.9928825,-0.384605,-0.118109606,1.0720054,0.6263949,0.057489857,-0.4152616,-1.3392317,0.42437816,1.1897538,-0.18645063,-1.7081084,0.4387787,0.66775835,0.84656787,1.4760567,-0.002342331
0.20925738,0.27404428,-0.27493382,0.45404145,-0.03718019,0.5804968,0.5016133,-0.09357,-0.71420795,-0.2655204,-0.70967466,0.47950748,-0.9145306,-0.22719191,0.61391044,-0.64477867,-0.6535876,0.4958104,-0.096934915,0.5723154,-0.2087382,-0.67269874,0.34731373,-0.83971983,-0.55918634,-0.78593016,1.4939868,-0.6163424,2.0556984,0.5370027
1.5349275,-0.07084877,0.36774343,-0.4441246,-1.2054015,0.2629486,0.4705222,0.9929175,0.4761481,1.0677091,-1.0243638,2.0505507,-1.4405029,-0.84218717,-0.08020288,0.6553994,-0.13956858,-0.13068949,-1.5640824,-0.5013965,-1.0600543,0.14509538,1.4395117,-1.4988905,-0.43459493,-1.268781,-0.575245,0.39046383,0.021252256,-0.4789557
1.4418296,-0.03701658,-0.4282017,-0.15332903,-0.7557722,0.2429525,0.5492404,1.2065128,-0.06535016,-0.07403664,-0.0872801,1.6001208,-0.8843762,-1.4193974,0.09275076,0.7947433,-0.27524856,0.2102215,-0.7716722,-0.27372366,-1.1572118,0.13108237,1.3597188,-0.9587238,-1.0058742,-0.5692627,-0.6539216,-0.058554314,-0.2523027,0.03351024
-1.1879421,-0.9201639,0.5076836,-1.3270314,-1.2297697,-1.4547045,-1.2634919,-0.57520473,2.028233,1.3538132,2.0656137,1.0367284,2.2124531,1.6583668,-0.8193495,2.0314178,-0.24590597,-1.5604804,-1.2182126,-2.2663991,1.4551792,1.1090051,-1.4471489,1.9029855,0.97292894,2.6792352,-2.0177705,-0.0928335,-1.58439,-1.993439
2.4310308,-0.07527445,0.675048,-0.6711975,-1.8327599,-0.06442923,0.61146843,1.6423826,0.9446999,1.8227471,-0.26498333,3.5514348,-1.1569213,-2.0453792,-0.060077336,0.5968708,0.4890532,0.22906367,-1.9905356,-0.57169116,-1.889542,0.4068156,2.465331,-1.3407705,-1.5893399,-1.0863192,-0.36747327,1.252938,-0.033811998,-0.23750457
-0.08466913,0.76005185,-0.7312483,0.19402753,-0.8345719,0.33424363,0.2756346,0.46793425,-0.48778763,-0.33001238,-1.1455702,0.93448675,-0.9750302,-0.55731946,0.40576312,0.5252234,-1.1374388,0.58832407,-0.65779996,0.42266974,-0.6952863,-0.95315266,0.580514,-0.81125385,-0.5004557,-1.3828542,-0.029140187,-1.2926413,-0.054051187,0.37703896
